schema_version,metric_id,release_id,period_type,period,period_start,period_year,period_month,period_quarter,period_complete,event_type,sex,age_group,source_status,ascertainment_scope,mortality_definition,estimate_basis,statistic,value,linkage_lower_value,linkage_upper_value,unit,numerator,denominator,comparison_n,status_flag,method_version,population_source,country_iso3,population_unit,population_extraction_date,population_basis,standard_population,suppression_status,disclosure_note,display_value
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,annual_crude_rate,201.6396390832118,,,rate_per_100000,555,275243.5,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,201.640
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,stroke,all,age_standardised,hospital_registered,hospital_only,not_applicable,observed,annual_age_standardised_rate,108.8292425417444,,,rate_per_100000,,,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,108.829
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,monthly,2010_m07,2010-07-01,2010,7,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,43,,,count,43,,,final,,,,,,,,none,No disclosure restriction identified.,43.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,monthly,2010_m02,2010-02-01,2010,2,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,52,,,count,52,,,final,,,,,,,,none,No disclosure restriction identified.,52.000
bnr_cvd_public_metric_v2,CVD-BURDEN-002,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,heart,all,all,hospital_registered,hospital_only,not_applicable,observed,event_type_distribution,22.70270270270271,,,percent,126,555,,final,,,,,,,,none,No disclosure restriction identified.,22.703
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q2,2010-04-01,2010,4,2,1,heart,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,19,,,count,19,,,final,,,,,,,,none,No disclosure restriction identified.,19.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q1,2010-01-01,2010,1,1,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,166,,,count,166,,,final,,,,,,,,none,No disclosure restriction identified.,166.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,heart,all,all,hospital_registered,hospital_only,not_applicable,observed,annual_count,126,,,count,126,,,final,,,,,,,,none,No disclosure restriction identified.,126.000
bnr_cvd_public_metric_v2,CVD-BURDEN-002,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,all_cvd,all,under_70,hospital_registered,hospital_only,not_applicable,observed,age_distribution,47.02702702702703,,,percent,261,555,,final,,,,,,,,none,No disclosure restriction identified.,47.027
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q4,2010-10-01,2010,10,4,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,150,,,count,150,,,final,,,,,,,,none,No disclosure restriction identified.,150.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q2,2010-04-01,2010,4,2,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,113,,,count,113,,,final,,,,,,,,none,No disclosure restriction identified.,113.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,monthly,2010_m10,2010-10-01,2010,10,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,42,,,count,42,,,final,,,,,,,,none,No disclosure restriction identified.,42.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,monthly,2010_m06,2010-06-01,2010,6,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,39,,,count,39,,,final,,,,,,,,none,No disclosure restriction identified.,39.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,all_cvd,all,under_70,hospital_registered,hospital_only,not_applicable,observed,annual_count,261,,,count,261,,,final,,,,,,,,none,No disclosure restriction identified.,261.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,monthly,2010_m04,2010-04-01,2010,4,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,28,,,count,28,,,final,,,,,,,,none,No disclosure restriction identified.,28.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q4,2010-10-01,2010,10,4,1,stroke,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,107,,,count,107,,,final,,,,,,,,none,No disclosure restriction identified.,107.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,monthly,2010_m03,2010-03-01,2010,3,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,54,,,count,54,,,final,,,,,,,,none,No disclosure restriction identified.,54.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,monthly,2010_m05,2010-05-01,2010,5,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,46,,,count,46,,,final,,,,,,,,none,No disclosure restriction identified.,46.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,annual_count,555,,,count,555,,,final,,,,,,,,none,No disclosure restriction identified.,555.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,monthly,2010_m09,2010-09-01,2010,9,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,44,,,count,44,,,final,,,,,,,,none,No disclosure restriction identified.,44.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q3,2010-07-01,2010,7,3,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,126,,,count,126,,,final,,,,,,,,none,No disclosure restriction identified.,126.000
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,all_cvd,all,age_standardised,hospital_registered,hospital_only,not_applicable,observed,annual_age_standardised_rate,141.6226782240344,,,rate_per_100000,,,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,141.623
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,stroke,all,all,hospital_registered,hospital_only,not_applicable,observed,annual_count,429,,,count,429,,,final,,,,,,,,none,No disclosure restriction identified.,429.000
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,heart,all,age_standardised,hospital_registered,hospital_only,not_applicable,observed,annual_age_standardised_rate,32.79343568228999,,,rate_per_100000,,,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,32.793
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q1,2010-01-01,2010,1,1,1,stroke,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,128,,,count,128,,,final,,,,,,,,none,No disclosure restriction identified.,128.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,monthly,2010_m08,2010-08-01,2010,8,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,39,,,count,39,,,final,,,,,,,,none,No disclosure restriction identified.,39.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q3,2010-07-01,2010,7,3,1,heart,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,26,,,count,26,,,final,,,,,,,,none,No disclosure restriction identified.,26.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q1,2010-01-01,2010,1,1,1,heart,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,38,,,count,38,,,final,,,,,,,,none,No disclosure restriction identified.,38.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,all_cvd,all,age_70_plus,hospital_registered,hospital_only,not_applicable,observed,annual_count,294,,,count,294,,,final,,,,,,,,none,No disclosure restriction identified.,294.000
bnr_cvd_public_metric_v2,CVD-BURDEN-002,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,all_cvd,all,age_70_plus,hospital_registered,hospital_only,not_applicable,observed,age_distribution,52.97297297297298,,,percent,294,555,,final,,,,,,,,none,No disclosure restriction identified.,52.973
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,monthly,2010_m01,2010-01-01,2010,1,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,60,,,count,60,,,final,,,,,,,,none,No disclosure restriction identified.,60.000
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,stroke,all,all,hospital_registered,hospital_only,not_applicable,observed,annual_crude_rate,155.8619912913475,,,rate_per_100000,429,275243.5,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,155.862
bnr_cvd_public_metric_v2,CVD-BURDEN-002,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,stroke,all,all,hospital_registered,hospital_only,not_applicable,observed,event_type_distribution,77.29729729729729,,,percent,429,555,,final,,,,,,,,none,No disclosure restriction identified.,77.297
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q2,2010-04-01,2010,4,2,1,stroke,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,94,,,count,94,,,final,,,,,,,,none,No disclosure restriction identified.,94.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,monthly,2010_m12,2010-12-01,2010,12,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,58,,,count,58,,,final,,,,,,,,none,No disclosure restriction identified.,58.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q4,2010-10-01,2010,10,4,1,heart,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,43,,,count,43,,,final,,,,,,,,none,No disclosure restriction identified.,43.000
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,heart,all,all,hospital_registered,hospital_only,not_applicable,observed,annual_crude_rate,45.7776477918643,,,rate_per_100000,126,275243.5,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,45.778
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,monthly,2010_m11,2010-11-01,2010,11,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,50,,,count,50,,,final,,,,,,,,none,No disclosure restriction identified.,50.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q3,2010-07-01,2010,7,3,1,stroke,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,100,,,count,100,,,final,,,,,,,,none,No disclosure restriction identified.,100.000
bnr_cvd_public_metric_v2,CVD-BURDEN-002,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,stroke,female,all,hospital_registered,hospital_only,not_applicable,observed,sex_distribution,52.68065268065268,,,percent,226,429,,final,,,,,,,,none,No disclosure restriction identified.,52.681
bnr_cvd_public_metric_v2,CVD-BURDEN-002,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,heart,female,all,hospital_registered,hospital_only,not_applicable,observed,sex_distribution,47.61904761904761,,,percent,60,126,,final,,,,,,,,none,No disclosure restriction identified.,47.619
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q3,2010-07-01,2010,7,3,1,stroke,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,53,,,count,53,,,final,,,,,,,,none,No disclosure restriction identified.,53.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,all_cvd,female,all,hospital_registered,hospital_only,not_applicable,observed,annual_count,286,,,count,286,,,final,,,,,,,,none,No disclosure restriction identified.,286.000
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,heart,female,age_standardised,hospital_registered,hospital_only,not_applicable,observed,annual_age_standardised_rate,26.65165215564566,,,rate_per_100000,,,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,26.652
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q4,2010-10-01,2010,10,4,1,stroke,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,56,,,count,56,,,final,,,,,,,,none,No disclosure restriction identified.,56.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,stroke,female,all,hospital_registered,hospital_only,not_applicable,observed,annual_count,226,,,count,226,,,final,,,,,,,,none,No disclosure restriction identified.,226.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q2,2010-04-01,2010,4,2,1,stroke,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,49,,,count,49,,,final,,,,,,,,none,No disclosure restriction identified.,49.000
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,stroke,female,all,hospital_registered,hospital_only,not_applicable,observed,annual_crude_rate,157.2015344539159,,,rate_per_100000,226,143764.5,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,157.202
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q4,2010-10-01,2010,10,4,1,heart,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,23,,,count,23,,,final,,,,,,,,none,No disclosure restriction identified.,23.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q4,2010-10-01,2010,10,4,1,all_cvd,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,79,,,count,79,,,final,,,,,,,,none,No disclosure restriction identified.,79.000
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,all_cvd,female,all,hospital_registered,hospital_only,not_applicable,observed,annual_crude_rate,198.9364551053981,,,rate_per_100000,286,143764.5,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,198.936
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q2,2010-04-01,2010,4,2,1,heart,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,8,,,count,8,,,final,,,,,,,,none,No disclosure restriction identified.,8.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,heart,female,all,hospital_registered,hospital_only,not_applicable,observed,annual_count,60,,,count,60,,,final,,,,,,,,none,No disclosure restriction identified.,60.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q1,2010-01-01,2010,1,1,1,stroke,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,68,,,count,68,,,final,,,,,,,,none,No disclosure restriction identified.,68.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q1,2010-01-01,2010,1,1,1,heart,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,18,,,count,18,,,final,,,,,,,,none,No disclosure restriction identified.,18.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q3,2010-07-01,2010,7,3,1,all_cvd,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,64,,,count,64,,,final,,,,,,,,none,No disclosure restriction identified.,64.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q2,2010-04-01,2010,4,2,1,all_cvd,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,57,,,count,57,,,final,,,,,,,,none,No disclosure restriction identified.,57.000
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,heart,female,all,hospital_registered,hospital_only,not_applicable,observed,annual_crude_rate,41.73492065148211,,,rate_per_100000,60,143764.5,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,41.735
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q3,2010-07-01,2010,7,3,1,heart,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,11,,,count,11,,,final,,,,,,,,none,No disclosure restriction identified.,11.000
bnr_cvd_public_metric_v2,CVD-BURDEN-002,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,all_cvd,female,all,hospital_registered,hospital_only,not_applicable,observed,sex_distribution,51.53153153153153,,,percent,286,555,,final,,,,,,,,none,No disclosure restriction identified.,51.532
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q1,2010-01-01,2010,1,1,1,all_cvd,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,86,,,count,86,,,final,,,,,,,,none,No disclosure restriction identified.,86.000
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,all_cvd,female,age_standardised,hospital_registered,hospital_only,not_applicable,observed,annual_age_standardised_rate,121.8849160527797,,,rate_per_100000,,,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,121.885
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,stroke,female,age_standardised,hospital_registered,hospital_only,not_applicable,observed,annual_age_standardised_rate,95.23326389713402,,,rate_per_100000,,,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,95.233
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,heart,male,all,hospital_registered,hospital_only,not_applicable,observed,annual_crude_rate,50.19813049992774,,,rate_per_100000,66,131479,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,50.198
bnr_cvd_public_metric_v2,CVD-BURDEN-002,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,heart,male,all,hospital_registered,hospital_only,not_applicable,observed,sex_distribution,52.38095238095239,,,percent,66,126,,final,,,,,,,,none,No disclosure restriction identified.,52.381
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,all_cvd,male,all,hospital_registered,hospital_only,not_applicable,observed,annual_count,269,,,count,269,,,final,,,,,,,,none,No disclosure restriction identified.,269.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q3,2010-07-01,2010,7,3,1,stroke,male,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,47,,,count,47,,,final,,,,,,,,none,No disclosure restriction identified.,47.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q2,2010-04-01,2010,4,2,1,all_cvd,male,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,56,,,count,56,,,final,,,,,,,,none,No disclosure restriction identified.,56.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,stroke,male,all,hospital_registered,hospital_only,not_applicable,observed,annual_count,203,,,count,203,,,final,,,,,,,,none,No disclosure restriction identified.,203.000
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,stroke,male,age_standardised,hospital_registered,hospital_only,not_applicable,observed,annual_age_standardised_rate,125.9589154143779,,,rate_per_100000,,,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,125.959
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q2,2010-04-01,2010,4,2,1,stroke,male,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,45,,,count,45,,,final,,,,,,,,none,No disclosure restriction identified.,45.000
bnr_cvd_public_metric_v2,CVD-BURDEN-002,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,all_cvd,male,all,hospital_registered,hospital_only,not_applicable,observed,sex_distribution,48.46846846846847,,,percent,269,555,,final,,,,,,,,none,No disclosure restriction identified.,48.468
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,heart,male,all,hospital_registered,hospital_only,not_applicable,observed,annual_count,66,,,count,66,,,final,,,,,,,,none,No disclosure restriction identified.,66.000
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,all_cvd,male,all,hospital_registered,hospital_only,not_applicable,observed,annual_crude_rate,204.5954106739479,,,rate_per_100000,269,131479,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,204.595
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q3,2010-07-01,2010,7,3,1,heart,male,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,15,,,count,15,,,final,,,,,,,,none,No disclosure restriction identified.,15.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q3,2010-07-01,2010,7,3,1,all_cvd,male,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,62,,,count,62,,,final,,,,,,,,none,No disclosure restriction identified.,62.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q4,2010-10-01,2010,10,4,1,heart,male,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,20,,,count,20,,,final,,,,,,,,none,No disclosure restriction identified.,20.000
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,stroke,male,all,hospital_registered,hospital_only,not_applicable,observed,annual_crude_rate,154.3972801740202,,,rate_per_100000,203,131479,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,154.397
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,all_cvd,male,age_standardised,hospital_registered,hospital_only,not_applicable,observed,annual_age_standardised_rate,165.6939565006761,,,rate_per_100000,,,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,165.694
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,heart,male,age_standardised,hospital_registered,hospital_only,not_applicable,observed,annual_age_standardised_rate,39.73504108629818,,,rate_per_100000,,,,final,cvd_rates_v1_0_7,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,39.735
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q1,2010-01-01,2010,1,1,1,all_cvd,male,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,80,,,count,80,,,final,,,,,,,,none,No disclosure restriction identified.,80.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q4,2010-10-01,2010,10,4,1,stroke,male,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,51,,,count,51,,,final,,,,,,,,none,No disclosure restriction identified.,51.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q2,2010-04-01,2010,4,2,1,heart,male,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,11,,,count,11,,,final,,,,,,,,none,No disclosure restriction identified.,11.000
bnr_cvd_public_metric_v2,CVD-BURDEN-002,cvd_2024_04,annual,2010,2010-01-01,2010,,,1,stroke,male,all,hospital_registered,hospital_only,not_applicable,observed,sex_distribution,47.31934731934732,,,percent,203,429,,final,,,,,,,,none,No disclosure restriction identified.,47.319
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q4,2010-10-01,2010,10,4,1,all_cvd,male,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,71,,,count,71,,,final,,,,,,,,none,No disclosure restriction identified.,71.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q1,2010-01-01,2010,1,1,1,stroke,male,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,60,,,count,60,,,final,,,,,,,,none,No disclosure restriction identified.,60.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2010_q1,2010-01-01,2010,1,1,1,heart,male,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,20,,,count,20,,,final,,,,,,,,none,No disclosure restriction identified.,20.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,annual,2011,2011-01-01,2011,,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,annual_count,504,,,count,504,,,final,,,,,,,,none,No disclosure restriction identified.,504.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,monthly,2011_m06,2011-06-01,2011,6,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,31,,,count,31,,,final,,,,,,,,none,No disclosure restriction identified.,31.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,monthly,2011_m09,2011-09-01,2011,9,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,38,,,count,38,,,final,,,,,,,,none,No disclosure restriction identified.,38.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2024_04,quarterly,2011_q3,2011-07-01,2011,7,3,1,stroke,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_same_quarter_previous_5yr_mean,,,,count,,,1,insufficient_history,,,,,,,,none,No disclosure restriction identified.,.
