schema_version,metric_id,release_id,period_type,period,period_start,period_year,period_month,period_quarter,period_complete,event_type,sex,age_group,source_status,ascertainment_scope,mortality_definition,estimate_basis,statistic,value,unit,numerator,denominator,linkage_lower_value,linkage_upper_value,ci_lower_value,ci_upper_value,ci_level,ci_method,comparison_n,status_flag,method_version,population_source,country_iso3,population_unit,population_extraction_date,population_basis,standard_population,suppression_status,disclosure_note,display_value
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,all,all,national_estimate,hospital_plus_dco,primary,estimated,annual_crude_rate,173.9890740458091,rate_per_100000,478.8936170212766,275243.5,161.3117112665694,260.617719703947,158.7530095439194,190.2928432826212,95,conditional_gamma,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,173.989
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,all,all,national_estimate,additional_dco,inclusive,estimated,annual_count,59.48993288590604,count,59.48993288590604,,16,340,,,,,,final,cvd_rates_v1_1_0,not_applicable,BRB,not_applicable,not_applicable,not_applicable,not_applicable,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,59.490
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2010_q1,2010-01-01,2010,1,1,1,stroke,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,68,count,68,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,68.000
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,female,all,national_estimate,hospital_plus_dco,primary,estimated,annual_crude_rate,180.3382694250095,rate_per_100000,259.2624113475177,143764.5,164.1573545624963,290.9078543188494,159.0527303944548,203.6789785717727,95,conditional_gamma,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,180.338
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,female,all,hospital_registered,hospital_only,not_applicable,observed,annual_count,226,count,226,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,226.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,female,all,national_estimate,hospital_plus_dco,primary,estimated,annual_count,259.2624113475177,count,259.2624113475177,,236,418.2222222222222,,,,,,final,cvd_rates_v1_1_0,not_applicable,BRB,not_applicable,not_applicable,not_applicable,not_applicable,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,259.262
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,female,age_standardised,national_estimate,hospital_plus_dco,inclusive,estimated,annual_age_standardised_rate,109.3546435225796,rate_per_100000,,,99.03125228015099,175.9405170362443,96.18867130296947,124.4828494830386,95,conditional_fay_feuer_gamma,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,109.355
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,female,all,hospital_registered,hospital_only,not_applicable,observed,annual_crude_rate,157.2015344539159,rate_per_100000,226,143764.5,,,137.3729677648664,179.0882199714449,95,poisson_exact_garwood,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,157.202
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,female,age_standardised,hospital_registered,hospital_only,not_applicable,observed,annual_age_standardised_rate,95.23326389713404,rate_per_100000,,,,,82.82284481983557,109.6358830023381,95,fay_feuer_gamma,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,95.233
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,female,all,national_estimate,additional_dco,primary,estimated,annual_count,33.26241134751773,count,33.26241134751773,,10,192.2222222222222,,,,,,final,cvd_rates_v1_1_0,not_applicable,BRB,not_applicable,not_applicable,not_applicable,not_applicable,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,33.262
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2010_q2,2010-04-01,2010,4,2,1,stroke,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,49,count,49,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,49.000
bnr_cvd_public_metric_v2,CVD-BURDEN-002,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,female,all,hospital_registered,hospital_only,not_applicable,observed,sex_distribution,52.68065268065268,percent,226,429,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,52.681
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,female,all,national_estimate,hospital_plus_dco,inclusive,estimated,annual_crude_rate,185.6503718644452,rate_per_100000,266.8993288590604,143764.5,164.8529365733544,319.7938294919817,164.0437709535853,209.3115443973723,95,conditional_gamma,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,185.650
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,female,all,national_estimate,hospital_plus_dco,inclusive,estimated,annual_count,266.8993288590604,count,266.8993288590604,,237,459.75,,,,,,final,cvd_rates_v1_1_0,not_applicable,BRB,not_applicable,not_applicable,not_applicable,not_applicable,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,266.899
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2010_q3,2010-07-01,2010,7,3,1,stroke,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,53,count,53,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,53.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2010_q4,2010-10-01,2010,10,4,1,stroke,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,56,count,56,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,56.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,female,all,national_estimate,additional_dco,inclusive,estimated,annual_count,40.8993288590604,count,40.8993288590604,,11,233.75,,,,,,final,cvd_rates_v1_1_0,not_applicable,BRB,not_applicable,not_applicable,not_applicable,not_applicable,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,40.899
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,female,age_standardised,national_estimate,hospital_plus_dco,primary,estimated,annual_age_standardised_rate,106.8249837213528,rate_per_100000,,,98.71819459055585,162.2213761151315,93.78421553116365,121.8336677734987,95,conditional_fay_feuer_gamma,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,106.825
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,male,all,national_estimate,hospital_plus_dco,inclusive,estimated,annual_crude_rate,168.5368796742032,rate_per_100000,221.5906040268457,131479,158.2001688482571,235.2086645015554,147.0752928327555,192.249378254444,95,conditional_gamma,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,168.537
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,male,age_standardised,national_estimate,hospital_plus_dco,inclusive,estimated,annual_age_standardised_rate,139.8590283127902,rate_per_100000,,,129.6973934321819,205.4015732927137,121.604729737333,162.5249782216903,95,conditional_fay_feuer_gamma,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,139.859
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,male,all,national_estimate,hospital_plus_dco,inclusive,estimated,annual_count,221.5906040268457,count,221.5906040268457,,208,309.25,,,,,,final,cvd_rates_v1_1_0,not_applicable,BRB,not_applicable,not_applicable,not_applicable,not_applicable,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,221.591
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,male,all,national_estimate,hospital_plus_dco,primary,estimated,annual_crude_rate,167.0466049131488,rate_per_100000,219.6312056737589,131479,158.2001688482571,227.4972513565749,145.6833818048025,190.660957956873,95,conditional_gamma,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,167.047
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,male,all,hospital_registered,hospital_only,not_applicable,observed,annual_count,203,count,203,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,203.000
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,male,all,hospital_registered,hospital_only,not_applicable,observed,annual_crude_rate,154.3972801740202,rate_per_100000,203,131479,,,133.8873021719988,177.1603645267121,95,poisson_exact_garwood,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,154.397
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2010_q2,2010-04-01,2010,4,2,1,stroke,male,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,45,count,45,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,45.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2010_q4,2010-10-01,2010,10,4,1,stroke,male,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,51,count,51,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,51.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2010_q1,2010-01-01,2010,1,1,1,stroke,male,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,60,count,60,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,60.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,male,all,national_estimate,additional_dco,primary,estimated,annual_count,16.63120567375886,count,16.63120567375886,,5,96.11111111111113,,,,,,final,cvd_rates_v1_1_0,not_applicable,BRB,not_applicable,not_applicable,not_applicable,not_applicable,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,16.631
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2010_q3,2010-07-01,2010,7,3,1,stroke,male,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,47,count,47,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,47.000
bnr_cvd_public_metric_v2,CVD-BURDEN-002,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,male,all,hospital_registered,hospital_only,not_applicable,observed,sex_distribution,47.31934731934732,percent,203,429,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,47.319
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,male,age_standardised,national_estimate,hospital_plus_dco,primary,estimated,annual_age_standardised_rate,138.393994778563,rate_per_100000,,,129.6973934321819,197.8207706455,120.2649704385339,160.9353681634206,95,conditional_fay_feuer_gamma,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,138.394
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,male,all,national_estimate,additional_dco,inclusive,estimated,annual_count,18.59060402684564,count,18.59060402684564,,5,106.25,,,,,,final,cvd_rates_v1_1_0,not_applicable,BRB,not_applicable,not_applicable,not_applicable,not_applicable,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,18.591
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,male,all,national_estimate,hospital_plus_dco,primary,estimated,annual_count,219.6312056737589,count,219.6312056737589,,208,299.1111111111111,,,,,,final,cvd_rates_v1_1_0,not_applicable,BRB,not_applicable,not_applicable,not_applicable,not_applicable,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,219.631
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2010,2010-01-01,2010,,,1,stroke,male,age_standardised,hospital_registered,hospital_only,not_applicable,observed,annual_age_standardised_rate,125.9589154143779,rate_per_100000,,,,,108.9282803783721,147.4082544805402,95,fay_feuer_gamma,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,125.959
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,all,national_estimate,additional_dco,inclusive,estimated,annual_count,132.8571428571428,count,132.8571428571428,,31,445,,,,,,final,cvd_rates_v1_1_0,not_applicable,BRB,not_applicable,not_applicable,not_applicable,not_applicable,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,132.857
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,monthly,2011_m06,2011-06-01,2011,6,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,31,count,31,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,31.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,monthly,2011_m11,2011-11-01,2011,11,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,42,count,42,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,42.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2011_q4,2011-10-01,2011,10,4,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,138,count,138,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,138.000
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,age_standardised,national_estimate,hospital_plus_dco,inclusive,estimated,annual_age_standardised_rate,159.0326918314628,rate_per_100000,,,136.3409418059712,228.5719257805497,146.7243600021529,172.3683906156453,95,conditional_fay_feuer_gamma,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,159.033
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,annual_crude_rate,182.5167759715216,rate_per_100000,504,276139,,,166.9281022043551,199.1692884339789,95,poisson_exact_garwood,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,182.517
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,age_70_plus,hospital_registered,hospital_only,not_applicable,observed,annual_previous_5yr_mean,,count,,,,,,,,,1,insufficient_history,,,,,,,,none,No disclosure restriction identified.,.
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2011_q4,2011-10-01,2011,10,4,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_same_quarter_previous_5yr_mean,,count,,,,,,,,,1,insufficient_history,,,,,,,,none,No disclosure restriction identified.,.
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2011_q3,2011-07-01,2011,7,3,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,119,count,119,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,119.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2011_q3,2011-07-01,2011,7,3,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_same_quarter_previous_5yr_mean,,count,,,,,,,,,1,insufficient_history,,,,,,,,none,No disclosure restriction identified.,.
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,all,national_estimate,hospital_plus_dco,primary,estimated,annual_crude_rate,225.0752922104537,rate_per_100000,621.5206611570247,276139,193.3808697793503,321.2150402514675,207.7258475803145,243.4870226377687,95,conditional_gamma,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,225.075
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,all,national_estimate,hospital_plus_dco,inclusive,estimated,annual_crude_rate,230.6291914061914,rate_per_100000,636.8571428571429,276139,193.7430062396112,343.6675007876468,213.0627305465757,249.2577676599276,95,conditional_gamma,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,230.629
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2011_q2,2011-04-01,2011,4,2,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,135,count,135,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,135.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,monthly,2011_m05,2011-05-01,2011,5,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,43,count,43,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,43.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2011_q1,2011-01-01,2011,1,1,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_same_quarter_previous_5yr_mean,,count,,,,,,,,,1,insufficient_history,,,,,,,,none,No disclosure restriction identified.,.
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,monthly,2011_m04,2011-04-01,2011,4,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,61,count,61,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,61.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,annual_count,504,count,504,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,504.000
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,age_standardised,hospital_registered,hospital_only,not_applicable,observed,annual_age_standardised_rate,129.4347570156042,rate_per_100000,,,,,118.2081621306433,141.7057412769155,95,fay_feuer_gamma,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,No disclosure restriction identified.,129.435
bnr_cvd_public_metric_v2,CVD-INCIDENCE-001,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,age_standardised,national_estimate,hospital_plus_dco,primary,estimated,annual_age_standardised_rate,155.6489976945042,rate_per_100000,,,136.1265779484036,214.8670042576759,143.4578976181838,168.8692322537034,95,conditional_fay_feuer_gamma,,final,cvd_rates_v1_1_0,UN_WPP_2024,BRB,persons,2026-08-26,historical_estimate,WHO_WORLD_2000_2025,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,155.649
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,monthly,2011_m03,2011-03-01,2011,3,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,44,count,44,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,44.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,monthly,2011_m10,2011-10-01,2011,10,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,51,count,51,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,51.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,under_70,hospital_registered,hospital_only,not_applicable,observed,annual_previous_5yr_mean,,count,,,,,,,,,1,insufficient_history,,,,,,,,none,No disclosure restriction identified.,.
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,monthly,2011_m09,2011-09-01,2011,9,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,38,count,38,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,38.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,under_70,hospital_registered,hospital_only,not_applicable,observed,annual_count,253,count,253,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,253.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,annual_previous_5yr_mean,,count,,,,,,,,,1,insufficient_history,,,,,,,,none,No disclosure restriction identified.,.
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,monthly,2011_m12,2011-12-01,2011,12,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,45,count,45,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,45.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,monthly,2011_m01,2011-01-01,2011,1,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,41,count,41,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,41.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,monthly,2011_m07,2011-07-01,2011,7,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,39,count,39,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,39.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,monthly,2011_m08,2011-08-01,2011,8,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,42,count,42,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,42.000
bnr_cvd_public_metric_v2,CVD-BURDEN-002,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,age_70_plus,hospital_registered,hospital_only,not_applicable,observed,age_distribution,49.8015873015873,percent,251,504,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,49.802
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,monthly,2011_m02,2011-02-01,2011,2,,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,monthly_count,27,count,27,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,27.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,all,national_estimate,hospital_plus_dco,inclusive,estimated,annual_count,636.8571428571429,count,636.8571428571429,,535,949,,,,,,final,cvd_rates_v1_1_0,not_applicable,BRB,not_applicable,not_applicable,not_applicable,not_applicable,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,636.857
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2011_q2,2011-04-01,2011,4,2,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_same_quarter_previous_5yr_mean,,count,,,,,,,,,1,insufficient_history,,,,,,,,none,No disclosure restriction identified.,.
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,all,national_estimate,additional_dco,primary,estimated,annual_count,117.5206611570248,count,117.5206611570248,,30,383,,,,,,final,cvd_rates_v1_1_0,not_applicable,BRB,not_applicable,not_applicable,not_applicable,not_applicable,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,117.521
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,age_70_plus,hospital_registered,hospital_only,not_applicable,observed,annual_count,251,count,251,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,251.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2011_q1,2011-01-01,2011,1,1,1,all_cvd,all,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,112,count,112,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,112.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,all,national_estimate,hospital_plus_dco,primary,estimated,annual_count,621.5206611570247,count,621.5206611570247,,534,887,,,,,,final,cvd_rates_v1_1_0,not_applicable,BRB,not_applicable,not_applicable,not_applicable,not_applicable,none,Approved national aggregate DCO estimate; individual linkage information remains protected.,621.521
bnr_cvd_public_metric_v2,CVD-BURDEN-002,cvd_2026_01,annual,2011,2011-01-01,2011,,,1,all_cvd,all,under_70,hospital_registered,hospital_only,not_applicable,observed,age_distribution,50.1984126984127,percent,253,504,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,50.198
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2011_q3,2011-07-01,2011,7,3,1,all_cvd,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_count,60,count,60,,,,,,,,,final,,,,,,,,none,No disclosure restriction identified.,60.000
bnr_cvd_public_metric_v2,CVD-BURDEN-001,cvd_2026_01,quarterly,2011_q2,2011-04-01,2011,4,2,1,all_cvd,female,all,hospital_registered,hospital_only,not_applicable,observed,quarterly_same_quarter_previous_5yr_mean,,count,,,,,,,,,1,insufficient_history,,,,,,,,none,No disclosure restriction identified.,.
